peru,"naranja",#cd853f,205,133,63
phlox,"rosa",#df00ff,223,0,255
phthalo_blue,"azul marino",#000f89,0,15,137
phthalo_green,"verde oscuro",#123524,18,53,36
piggy_pink,"rosa",#fddde6,253,221,230
pine_green,"verde",#01796f,1,121,111
pink,"rosa",#ffc0cb,255,192,203
pink_lace,"rosa",#ffddf4,255,221,244
pink_orange,"naranja",#f96,255,153,102
pink_pearl,"rosa",#e7accf,231,172,207
pink_sherbet,"rosa",#f78fa7,247,143,167
pistachio,"verde",#93c572,147,197,114
platinum,"blanco",#e5e4e2,229,228,226
plum_traditional,"lila",#8e4585,142,69,133
plum_web,"rosa",#dda0dd,221,160,221
portland_orange,"naranja",#ff5a36,255,90,54
powder_blue_web,"verde claro",#b0e0e6,176,224,230
princeton_orange,"naranja",#ff8f00,255,143,0
prune,"granate",#701c1c,112,28,28
prussian_blue,"azul marino",#003153,0,49,83
psychedelic_purple,"lila",#df00ff,223,0,255
puce,"rosa",#c89,204,136,153
pumpkin,"naranja",#ff7518,255,117,24
purple_heart,"lila",#69359c,105,53,156
purple_mountain_majesty,"lila",#9678b6,150,120,182
purple_munsell,"lila",#9f00c5,159,0,197
purple_pizzazz,"rosa",#fe4eda,254,78,218
purple_taupe,"lila",#50404d,80,64,77
purple_x11,"lila",#a020f0,160,32,240
quartz,"gris",#51484f,81,72,79
rackley,"azul",#5d8aa8,93,138,168
radical_red,"rojo",#ff355e,255,53,94
rajah,"naranja",#fbab60,251,171,96
raspberry,"rojo",#e30b5d,227,11,93
raspberry_pink,"rosa",#e25098,226,80,152
raspberry_rose,"rosa",#b3446c,179,68,108
raw_umber,"marron",#826644,130,102,68
razzle_dazzle_rose,"rosa",#f3c,255,51,204
razzmatazz,"rojo",#e3256b,227,37,107
red,"rojo",#f00,255,0,0
red_brown,"rojo",#a52a2a,165,42,42
red_devil,"rojo",#860111,134,1,17
red_munsell,"rojo",#f2003c,242,0,60
red_ncs,"granate",#c40233,196,2,51
red_orange,"rojo",#ff5349,255,83,73
red_pigment,"rojo",#ed1c24,237,28,36
red_ryb,"rojo",#fe2712,254,39,18
red_violet,"lila",#c71585,199,21,133
redwood,"marron",#ab4e52,171,78,82
regalia,"lila",#522d80,82,45,128
resolution_blue,"azul marino",#002387,0,35,135
rich_black_fogra29,"negro",#010B13,1,11,19
rich_black_fogra39,"negro",#0101203,1,2,3
rich_black,"verde oscuro",#004040,0,64,64
rich_carmine,"rojo",#d70040,215,0,64
rich_electric_blue,"azul",#0892d0,8,146,208
rich_lavender,"lila",#a76bcf,167,107,207
rich_lilac,"lila",#b666d2,182,102,210
rich_maroon,"marron",#b03060,176,48,96
rifle_green,"caqui",#414833,65,72,51
robin_egg_blue,"azul",#0cc,0,204,204
rose,"rosa",#ff007f,255,0,127
rose_bonbon,"rosa",#f9429e,249,66,158
rose_ebony,"marron",#674846,103,72,70
rose_madder,"rojo",#e32636,227,38,54
rose_pink,"rosa",#f6c,255,102,204
rose_quartz,"gris",#aa98a9,170,152,169
rose_taupe,"marron",#905d5d,144,93,93
rose_vale,"rojo",#ab4e52,171,78,82
rosewood,"granate",#65000b,101,0,11
rosso_corsa,"rojo",#d40000,212,0,0
rosy_brown,"rosa",#bc8f8f,188,143,143
royal_blue_traditional,"azul marino",#002366,0,35,102
royal_blue_web,"azul",#4169e1,65,105,225
royal_fuchsia,"rosa",#ca2c92,202,44,146
royal_purple,"lila",#7851a9,120,81,169
royal_yellow,"amarillo",#fada5e,250,218,94
rubine_red,"rojo",#d10056,209,0,86
ruby,"rosa",#e0115f,224,17,95
ruby_red,"rojo",#9b111e,155,17,30
ruddy,"rojo",#ff0028,255,0,40
ruddy_brown,"naranja",#bb6528,187,101,40
rufous,"rojo",#a81c07,168,28,7
russet,"marron",#80461b,128,70,27
rust,"naranja",#b7410e,183,65,14
rusty_red,"rojo",#da2c43,218,44,67
sacramento_state_green,"verde oscuro",#00563f,0,86,63
saddle_brown,"marron",#8b4513,139,69,19
safety_orange_blaze_orange,"naranja",#ff6700,255,103,0
saffron,"amarillo",#f4c430,244,196,48
salmon,"rojo",#ff8c69,255,140,105
salmon_pink,"rosa",#ff91a4,255,145,164
sand,"beige",#c2b280,194,178,128
sand_dune,"marron",#967117,150,113,23
sandy_brown,"naranja",#f4a460,244,164,96
sangria,"rojo",#92000a,146,0,10
sap_green,"verde",#507d2a,80,125,42
sapphire,"azul",#0f52ba,15,82,186
sapphire_blue,"azul",#0067a5,0,103,165
satin_sheen_gold,"amarillo",#cba135,203,161,53
scarlet,"rojo",#ff2400,255,36,0
scarlet_crayola,"rojo",#fd0e35,253,14,53
school_bus_yellow,"amarillo",#ffd800,255,216,0
screamin_green,"verde claro",#76ff7a,118,255,122
sea_green,"verde",#2e8b57,46,139,87
seashell,"blanco",#fff5ee,255,245,238
selective_yellow,"amarillo",#ffba00,255,186,0
sepia,"marron",#704214,112,66,20
shadow,"marron",#8a795d,138,121,93
shamrock_green,"verde",#009e60,0,158,96
shocking_pink,"rosa",#fc0fc0,252,15,192
shocking_pink_crayola,"rosa",#ff6fff,255,111,255
sienna,"rojo",#882d17,136,45,23
silver,"gris",#c0c0c0,192,192,192
sinopia,"naranja",#cb410b,203,65,11
skobeloff,"azul",#007474,0,116,116
sky_blue,"azul claro",#87ceeb,135,206,235
sky_magenta,"rosa",#cf71af,207,113,175
slate_blue,"lila",#6a5acd,106,90,205
slate_gray,"gris",#708090,112,128,144
smalt_dark_powder_blue,"azul marino",#039,0,51,153
smoky_black,"negro",#100c08,16,12,8
snow,"blanco",#fffafa,255,250,250
spiro_disco_ball,"azul",#0fc0fc,15,192,252
spring_bud,"verde",#a7fc00,167,252,0
spring_green,"verde",#00ff7f,0,255,127
st_patrick_s_blue,"azul marino",#23297a,35,41,122
steel_blue,"azul",#4682b4,70,130,180
stil_de_grain_yellow,"amarillo",#fada5e,250,218,94
stizza,"rojo",#900,153,0,0
stormcloud,"gris",#4f666a,79,102,106
straw,"amarillo",#e4d96f,228,217,111
sunglow,"amarillo",#fc3,255,204,51
sunset,"beige",#fad6a5,250,214,165
tan,"beige",#d2b48c,210,180,140
tangelo,"naranja",#f94d00,249,77,0
tangerine,"naranja",#f28500,242,133,0
tangerine_yellow,"amarillo",#fc0,255,204,0
tango_pink,"rosa",#e4717a,228,113,122
taupe,"marron",#483c32,72,60,50
taupe_gray,"gris",#8b8589,139,133,137
tea_green,"verde claro",#d0f0c0,208,240,192
tea_rose_orange,"rosa",#f88379,248,131,121
tea_rose_rose,"rosa",#f4c2c2,244,194,194
teal,"verde",#008080,0,128,128
teal_blue,"azul",#367588,54,117,136
teal_green,"verde",#00827f,0,130,127
telemagenta,"rosa",#cf3476,207,52,118
tenn_tawny,"naranja",#cd5700,205,87,0
thistle,"lila",#d8bfd8,216,191,216
thulian_pink,"rosa",#de6fa1,222,111,161
tickle_me_pink,"rosa",#fc89ac,252,137,172
tiffany_blue,"azul",#0abab5,10,186,181
timberwolf,"gris",#dbd7d2,219,215,210
titanium_yellow,"amarillo",#eee600,238,230,0
tomato,"rojo",#ff6347,255,99,71
toolbox,"lila",#746cc0,116,108,192
topaz,"naranja",#ffc87c,255,200,124
tractor_red,"rojo",#fd0e35,253,14,53
trolley_grey,"gris",#808080,128,128,128
tropical_rain_forest,"verde oscuro",#00755e,0,117,94
true_blue,"azul",#0073cf,0,115,207
tufts_blue,"azul",#417dc1,65,125,193
tumbleweed,"beige",#deaa88,222,170,136
turquoise,"azul claro",#30d5c8,48,213,200
turquoise_blue,"azul claro",#00ffef,0,255,239
turquoise_green,"verde claro",#a0d6b4,160,214,180
twilight_lavender,"lila",#8a496b,138,73,107
ua_blue,"azul marino",#03a,0,51,170
ua_red,"rojo",#d9004c,217,0,76
ube,"lila",#8878c3,136,120,195
ucla_blue,"azul",#536895,83,104,149
ucla_gold,"naranja",#ffb300,255,179,0
ufo_green,"verde",#3cd070,60,208,112
ultra_pink,"rosa",#ff6fff,255,111,255
ultramarine,"azul marino",#120a8f,18,10,143
ultramarine_blue,"azul",#4166f5,65,102,245
umber,"marron",#635147,99,81,71
unbleached_silk,"beige",#ffddca,255,221,202
united_nations_blue,"azul",#5b92e5,91,146,229
unmellow_yellow,"amarillo",#ff6,255,255,102
up_forest_green,"verde oscuro",#014421,1,68,33
up_maroon,"granate",#7b1113,123,17,19
upsdell_red,"rojo",#ae2029,174,32,41
urobilin,"amarillo",#e1ad21,225,173,33
usafa_blue,"azul",#004f98,0,79,152
usc_cardinal,"rojo",#900,153,0,0
usc_gold,"amarillo",#fc0,255,204,0
utah_crimson,"rojo",#d3003f,211,0,63
vanilla,"amarillo",#f3e5ab,243,229,171
venetian_red,"rojo",#c80815,200,8,21
verdigris,"azul",#43b3ae,67,179,174
vermilion_cinnabar,"rojo",#e34234,227,66,52
vermilion_plochere,"rojo",#d9603b,217,96,59
veronica,"lila",#a020f0,160,32,240
violet,"lila",#8f00ff,143,0,255
violet_blue,"azul marino",#324ab2,50,74,178
violet_color_wheel,"lila",#7f00ff,127,0,255
violet_ryb,"lila",#8601af,134,1,175
violet_web,"rosa",#ee82ee,238,130,238
viridian,"verde",#40826d,64,130,109
vivid_auburn,"Vivid Auburn",#922724,146,39,36
vivid_burgundy,"granate",#9f1d35,159,29,53
vivid_cerise,"rosa",#da1d81,218,29,129
vivid_tangerine,"naranja",#ffa089,255,160,137
vivid_violet,"lila",#9f00ff,159,0,255
warm_black,"verde oscuro",#004242,0,66,66
waterspout,"azul marino",#a4f4f9,164,244,249
wenge,"marron",#645452,100,84,82
wheat,"beige",#f5deb3,245,222,179
white,"blanco",#fff,255,255,255
white_smoke,"White Smoke",#f5f5f5,245,245,245
wild_strawberry,"rosa",#ff43a4,255,67,164
wild_watermelon,"rosa",#fc6c85,252,108,133
wisteria,"lila",#c9a0dc,201,160,220
wood_brown,"beige",#c19a6b,193,154,107
xanadu,"caqui",#738678,115,134,120
yale_blue,"azul marino",#0f4d92,15,77,146
yellow,"amarillo",#ff0,255,255,0
yellow_green,"verde",#9acd32,154,205,50
yellow_munsell,"amarillo",#efcc00,239,204,0
yellow_ncs,"amarillo",#ffd300,255,211,0
yellow_orange,"naranja",#ffae42,255,174,66
yellow_process,"amarillo",#ffef00,255,239,0
yellow_ryb,"amarillo",#fefe33,254,254,51
zaffre,"azul marino",#0014a8,0,20,168
zinnwaldite_brown,"marron",#2c1608,44,22,8
