cornflower_blue,"azul",#6495ed,100,149,237
cornsilk,"amarillo",#fff8dc,255,248,220
cosmic_latte,"blanco",#fff8e7,255,248,231
cotton_candy,"rosa",#ffbcd9,255,188,217
cream,"amarillo",#fffdd0,255,253,208
crimson,"rojo",#dc143c,220,20,60
crimson_glory,"granate",#be0032,190,0,50
cyan,"azul claro",#0ff,0,255,255
cyan_process,"azul",#00b7eb,0,183,235
daffodil,"amarillo",#ffff31,255,255,49
dandelion,"amarillo",#f0e130,240,225,48
dark_blue,"azul marino",#00008b,0,0,139
dark_brown,"marron",#654321,101,67,33
dark_byzantium,"lila",#5d3954,93,57,84
dark_candy_apple_red,"rojo",#a40000,164,0,0
dark_cerulean,"azul marino",#08457e,8,69,126
dark_chestnut,"marron",#986960,152,105,96
dark_coral,"naranja",#cd5b45,205,91,69
dark_cyan,"verde",#008b8b,0,139,139
dark_electric_blue,"gris",#536878,83,104,120
dark_goldenrod,"amarillo",#b8860b,184,134,11
dark_gray,"gris",#a9a9a9,169,169,169
dark_green,"verde oscuro",#013220,1,50,32
dark_imperial_blue,"azul marino",#00416a,0,65,106
dark_jungle_green,"verde oscuro",#1a2421,26,36,33
dark_khaki,"caqui",#bdb76b,189,183,107
dark_lava,"marron",#483c32,72,60,50
dark_lavender,"lila",#734f96,115,79,150
dark_magenta,"lila",#8b008b,139,0,139
dark_midnight_blue,"azul marino",#036,0,51,102
dark_olive_green,"caqui",#556b2f,85,107,47
dark_orange,"naranja",#ff8c00,255,140,0
dark_orchid,"lila",#9932cc,153,50,204
dark_pastel_blue,"azul claro",#779ecb,119,158,203
dark_pastel_green,"verde",#03c03c,3,192,60
dark_pastel_purple,"lila",#966fd6,150,111,214
dark_pastel_red,"rojo",#c23b22,194,59,34
dark_pink,"rosa",#e75480,231,84,128
dark_powder_blue,"azul marino",#039,0,51,153
dark_raspberry,"rosa",#872657,135,38,87
dark_red,"rojo",#8b0000,139,0,0
dark_salmon,"naranja",#e9967a,233,150,122
dark_scarlet,"granate",#560319,86,3,25
dark_sea_green,"verde claro",#8fbc8f,143,188,143
dark_sienna,"marron",#3c1414,60,20,20
dark_slate_blue,"lila",#483d8b,72,61,139
dark_slate_gray,"verde oscuro",#2f4f4f,47,79,79
dark_spring_green,"verde",#177245,23,114,69
dark_tan,"caqui",#918151,145,129,81
dark_tangerine,"naranja",#ffa812,255,168,18
dark_taupe,"marron",#483c32,72,60,50
dark_terra_cotta,"rosa",#cc4e5c,204,78,92
dark_turquoise,"azul claro",#00ced1,0,206,209
dark_violet,"lila",#9400d3,148,0,211
dark_yellow,"amarillo",#9b870c,155,135,12
dartmouth_green,"verde",#00703c,0,112,60
davy_s_grey,"gris",#555,85,85,85
debian_red,"rosa",#d70a53,215,10,83
deep_carmine,"rojo",#a9203e,169,32,62
deep_carmine_pink,"rosa",#ef3038,239,48,56
deep_carrot_orange,"naranja",#e9692c,233,105,44
deep_cerise,"rosa",#da3287,218,50,135
deep_champagne,"beige",#fad6a5,250,214,165
deep_chestnut,"rojo",#b94e48,185,78,72
deep_coffee,"marron",#704241,112,66,65
deep_fuchsia,"rosa",#c154c1,193,84,193
deep_jungle_green,"verde oscuro",#004b49,0,75,73
deep_lilac,"lila",#95b,153,85,187
deep_magenta,"rosa",#c0c,204,0,204
deep_peach,"beige",#ffcba4,255,203,164
deep_pink,"rosa",#ff1493,255,20,147
deep_ruby,"rosa",#843f5b,132,63,91
deep_saffron,"naranja",#f93,255,153,51
deep_sky_blue,"azul",#00bfff,0,191,255
denim,"azul",#1560bd,21,96,189
desert,"beige",#c19a6b,193,154,107
desert_sand,"beige",#edc9af,237,201,175
dim_gray,"gris",#696969,105,105,105
dodger_blue,"azul",#1e90ff,30,144,255
dogwood_rose,"rosa",#d71868,215,24,104
dollar_bill,"verde claro",#85bb65,133,187,101
drab,"marron",#967117,150,113,23
duke_blue,"azul marino",#00009c,0,0,156
earth_yellow,"naranja",#e1a95f,225,169,95
ebony,"caqui",#555d50,85,93,80
ecru,"beige",#c2b280,194,178,128
eggshell,"blanco",#f0ead6,240,234,214
egyptian_blue,"azul marino",#1034a6,16,52,166
eigendrau,"negro",#16161D,22,22,29
electric_blue,"azul claro",#7df9ff,125,249,255
electric_crimson,"rojo",#ff003f,255,0,63
electric_cyan,"azul claro",#0ff,0,255,255
electric_green,"verde",#0f0,0,255,0
electric_indigo,"lila",#6f00ff,111,0,255
electric_lavender,"rosa",#f4bbff,244,187,255
electric_lime,"verde claro",#cf0,204,255,0
electric_purple,"lila",#bf00ff,191,0,255
electric_ultramarine,"azul",#3f00ff,63,0,255
electric_violet,"lila",#8f00ff,143,0,255
electric_yellow,"amarillo",#ff0,255,255,0
emerald,"verde claro",#50c878,80,200,120
english_lavender,"rosa",#b48395,180,131,149
eton_blue,"verde claro",#96c8a2,150,200,162
fallow,"beige",#c19a6b,193,154,107
falu_red,"granate",#801818,128,24,24
fandango,"rosa",#b53389,181,51,137
fashion_fuchsia,"rosa",#f400a1,244,0,161
fawn,"beige",#e5aa70,229,170,112
feldgrau,"caqui",#4d5d53,77,93,83
fern_green,"verde oscuro",#4f7942,79,121,66
ferrari_red,"rojo",#ff2800,255,40,0
field_drab,"marron",#6c541e,108,84,30
fire_engine_red,"rojo",#ce2029,206,32,41
firebrick,"rojo",#b22222,178,34,34
flame,"naranja",#e25822,226,88,34
flamingo_pink,"rosa",#fc8eac,252,142,172
flavescent,"amarillo",#f7e98e,247,233,142
flax,"amarillo",#eedc82,238,220,130
floral_white,"blanco",#fffaf0,255,250,240
fluorescent_orange,"naranja",#ffbf00,255,191,0
fluorescent_pink,"rosa",#ff1493,255,20,147
fluorescent_yellow,"amarillo",#cf0,204,255,0
folly,"rojo",#ff004f,255,0,79
forest_green_traditional,"verde oscuro",#014421,1,68,33
forest_green_web,"verde",#228b22,34,139,34
french_beige,"marron",#a67b5b,166,123,91
french_blue,"azul",#0072bb,0,114,187
french_lilac,"lila",#86608e,134,96,142
french_lime,"verde claro",#cf0,204,255,0
french_raspberry,"rojo",#c72c48,199,44,72
french_rose,"rosa",#f64a8a,246,74,138
fuchsia,"rosa",#f0f,255,0,255
fuchsia_crayola,"lila",#c154c1,193,84,193
fuchsia_pink,"rosa",#f7f,255,119,255
fuchsia_rose,"rosa",#c74375,199,67,117
fulvous,"naranja",#e48400,228,132,0
fuzzy_wuzzy,"marron",#c66,204,102,102
gainsboro,"gris",#dcdcdc,220,220,220
gamboge,"naranja",#e49b0f,228,155,15
ghost_white,"blanco",#f8f8ff,248,248,255
ginger,"naranja",#b06500,176,101,0
glaucous,"azul",#6082b6,96,130,182
glitter,"blanco",#e6e8fa,230,232,250
gold_metallic,"amarillo",#d4af37,212,175,55
gold_web_golden,"amarillo",#ffd700,255,215,0
golden_brown,"marron",#996515,153,101,21
golden_poppy,"naranja",#fcc200,252,194,0
golden_yellow,"amarillo",#ffdf00,255,223,0
goldenrod,"amarillo",#daa520,218,165,32
granny_smith_apple,"verde claro",#a8e4a0,168,228,160
gray,"gris",#808080,128,128,128
gray_asparagus,"caqui",#465945,70,89,69
gray_x11_gray,"gris",#bebebe,190,190,190
green_color_wheel_x11_green,"verde",#0f0,0,255,0
green_crayola,"verde",#1cac78,28,172,120
green_html_css_green,"verde oscuro",#008000,0,128,0
green_munsell,"verde",#00a877,0,168,119
green_ncs,"verde",#009f6b,0,159,107
green_pigment,"verde",#00a550,0,165,80
green_ryb,"verde",#66b032,102,176,50
green_yellow,"verde claro",#adff2f,173,255,47
grullo,"beige",#a99a86,169,154,134
guppie_green,"verde claro",#00ff7f,0,255,127
halay_be,"lila",#663854,102,56,84
han_blue,"azul",#446ccf,68,108,207
hansa_yellow,"amarillo",#e9d66b,233,214,107
harlequin,"verde claro",#3fff00,63,255,0
harvard_crimson,"rojo",#c90016,201,0,22
harvest_gold,"marron",#da9100,218,145,0
heart_gold,"caqui",#808000,128,128,0
heliotrope,"lila",#df73ff,223,115,255
hollywood_cerise,"rosa",#f400a1,244,0,161
honolulu_blue,"azul",#007fbf,0,127,191
hooker_s_green,"caqui",#49796b,73,121,107
hot_magenta,"rosa",#ff1dce,255,29,206
hot_pink,"rosa",#ff69b4,255,105,180
hunter_green,"verde oscuro",#355e3b,53,94,59
iceberg,"azul",#71a6d2,113,166,210
icterine,"amarillo",#fcf75e,252,247,94
imperial_blue,"azul marino",#002395,0,35,149
inchworm,"verde claro",#b2ec5d,178,236,93
india_green,"verde",#138808,19,136,8
indian_red,"rojo",#cd5c5c,205,92,92
indian_yellow,"naranja",#e3a857,227,168,87
indigo,"lila",#6f00ff,111,0,255
indigo_dye,"azul marino",#00416a,0,65,106
indigo_web,"lila",#4b0082,75,0,130
international_klein_blue,"azul marino",#002fa7,0,47,167
international_orange_aerospace,"naranja",#ff4f00,255,79,0
international_orange_engineering,"granate",#ba160c,186,22,12
international_orange_golden_gate_bridge,"rojo",#c0362c,192,54,44
iris,"lila",#5a4fcf,90,79,207
isabelline,"blanco",#f4f0ec,244,240,236
islamic_green,"verde",#009000,0,144,0
ivory,"blanco",#fffff0,255,255,240
jade,"verde",#00a86b,0,168,107
jasmine,"amarillo",#f8de7e,248,222,126
jasper,"rojo",#d73b3e,215,59,62
jazzberry_jam,"rosa",#a50b5e,165,11,94
jet,"negro",#343434,52,52,52
jonquil,"amarillo",#fada5e,250,218,94
june_bud,"verde claro",#bdda57,189,218,87
jungle_green,"verde",#29ab87,41,171,135
kelly_green,"verde",#4cbb17,76,187,23
kenyan_copper,"rojo",#7c1c05,124,28,5
khaki_html_css_khaki,"beige",#c3b091,195,176,145
khaki_x11_light_khaki,"amarillo",#f0e68c,240,230,140
ku_crimson,"rojo",#e8000d,232,0,13
la_salle_green,"verde",#087830,8,120,48
languid_lavender,"lila",#d6cadd,214,202,221
lapis_lazuli,"azul",#26619c,38,97,156
laser_lemon,"amarillo",#fefe22,254,254,34
laurel_green,"caqui",#a9ba9d,169,186,157
lava,"rojo",#cf1020,207,16,32
lavender_blue,"azul claro",#ccf,204,204,255
lavender_blush,"rosa",#fff0f5,255,240,245
lavender_floral,"lila",#b57edc,181,126,220
lavender_gray,"gris",#c4c3d0,196,195,208
lavender_indigo,"lila",#9457eb,148,87,235
lavender_magenta,"rosa",#ee82ee,238,130,238
lavender_pink,"rosa",#fbaed2,251,174,210
lavender_purple,"lila",#967bb6,150,123,182
lavender_rose,"rosa",#fba0e3,251,160,227
lavender_web,"blanco",#e6e6fa,230,230,250
lawn_green,"verde",#7cfc00,124,252,0
lemon,"amarillo",#fff700,255,247,0
lemon_chiffon,"amarillo",#fffacd,255,250,205
lemon_lime,"amarillo",#e3ff00,227,255,0
licorice,"negro",#1a1110,26,17,16
light_apricot,"naranja",#fdd5b1,253,213,177
light_blue,"azul",#add8e6,173,216,230
light_brown,"marron",#b5651d,181,101,29
light_carmine_pink,"rosa",#e66771,230,103,113
light_coral,"rosa",#f08080,240,128,128
light_cornflower_blue,"azul",#93ccea,147,204,234
light_crimson,"rosa",#f56991,245,105,145
light_cyan,"azul claro",#e0ffff,224,255,255
light_fuchsia_pink,"rosa",#f984ef,249,132,239
light_goldenrod_yellow,"rosa",#fafad2,250,250,210
light_gray,"gris",#d3d3d3,211,211,211
light_green,"verde",#90ee90,144,238,144
light_khaki,"amarillo",#f0e68c,240,230,140
light_pastel_purple,"lila",#b19cd9,177,156,217
light_pink,"rosa",#ffb6c1,255,182,193
light_red_ochre,"naranja",#e97451,233,116,81
light_salmon,"naranja",#ffa07a,255,160,122
light_salmon_pink,"rosa",#f99,255,153,153
light_sea_green,"verde",#20b2aa,32,178,170
light_sky_blue,"azul",#87cefa,135,206,250
light_slate_gray,"gris",#789,119,136,153
light_taupe,"marron",#b38b6d,179,139,109
light_thulian_pink,"rosa",#e68fac,230,143,172
light_yellow,"amarillo",#ffffe0,255,255,224
lilac,"lila",#c8a2c8,200,162,200
lime_color_wheel,"verde claro",#bfff00,191,255,0
lime_green,"verde",#32cd32,50,205,50
lime_web_x11_green,"verde",#0f0,0,255,0
limerick,"verde claro",#9dc209,157,194,9
lincoln_green,"verde oscuro",#195905,25,89,5
linen,"blanco",#faf0e6,250,240,230
lion,"marron",#c19a6b,193,154,107
little_boy_blue,"azul",#6ca0dc,108,160,220
liver,"marron",#534b4f,83,75,79
lust,"rojo",#e62020,230,32,32
magenta,"rosa",#f0f,255,0,255
magenta_dye,"rosa",#ca1f7b,202,31,123
magenta_process,"rosa",#ff0090,255,0,144
magic_mint,"verde claro",#aaf0d1,170,240,209
magnolia,"blanco",#f8f4ff,248,244,255
mahogany,"granate",#c04000,192,64,0
maize,"amarillo",#fbec5d,251,236,93
majorelle_blue,"lila",#6050dc,96,80,220
malachite,"verde",#0bda51,11,218,81
manatee,"gris",#979aaa,151,154,170
mango_tango,"naranja",#ff8243,255,130,67
mantis,"verde",#74c365,116,195,101
mardi_gras,"lila",#880085,136,0,133
maroon_crayola,"rojo",#c32148,195,33,72
maroon_html_css,"granate",#800000,128,0,0
maroon_x11,"granate",#b03060,176,48,96
mauve,"lila",#e0b0ff,224,176,255
mauvelous,"rosa",#ef98aa,239,152,170
maya_blue,"azul",#73c2fb,115,194,251
meat_brown,"amarillo",#e5b73b,229,183,59
medium_aquamarine,"verde",#6da,102,221,170
medium_blue,"azul marino",#0000cd,0,0,205
medium_candy_apple_red,"rojo",#e2062c,226,6,44
medium_carmine,"granate",#af4035,175,64,53
medium_champagne,"beige",#f3e5ab,243,229,171
medium_jungle_green,"verde oscuro",#1c352d,28,53,45
medium_lavender_magenta,"rosa",#dda0dd,221,160,221
medium_orchid,"lila",#ba55d3,186,85,211
medium_purple,"lila",#9370db,147,112,219
medium_red_violet,"rosa",#bb3385,187,51,133
medium_ruby,"rosa",#aa4069,170,64,105
medium_sea_green,"verde",#3cb371,60,179,113
medium_slate_blue,"lila",#7b68ee,123,104,238
medium_spring_green,"verde claro",#00fa9a,0,250,154
medium_taupe,"marron",#674c47,103,76,71
medium_turquoise,"azul",#48d1cc,72,209,204
mellow_apricot,"naranja",#f8b878,248,184,120
mellow_yellow,"amarillo",#f8de7e,248,222,126
melon,"rosa",#fdbcb4,253,188,180
midnight_blue,"azul marino",#191970,25,25,112
midnight_green_eagle_green,"verde oscuro",#004953,0,73,83
mikado_yellow,"amarillo",#ffc40c,255,196,12
mint,"verde",#3eb489,62,180,137
mint_cream,"blanco",#f5fffa,245,255,250
mint_green,"verde claro",#98ff98,152,255,152
misty_rose,"rosa",#ffe4e1,255,228,225
mode_beige,"marron",#967117,150,113,23
moonstone_blue,"azul",#73a9c2,115,169,194
mordant_red_19,"rojo",#ae0c00,174,12,0
moss_green1,"caqui",#8A9A5B,138,154,91
mountain_meadow,"verde",#30ba8f,48,186,143
mountbatten_pink,"lila",#997a8d,153,122,141
msu_green,"verde oscuro",#18453b,24,69,59
mulberry,"rosa",#c54b8c,197,75,140
mustard,"mostaza",#ffdb58,255,219,88
myrtle,"verde oscuro",#21421e,33,66,30
nadeshiko_pink,"rosa",#f6adc6,246,173,198
napier_green,"verde",#2a8000,42,128,0
naples_yellow,"amarillo",#fada5e,250,218,94
navajo_white,"beige",#ffdead,255,222,173
navy_blue,"azul marino",#000080,0,0,128
neon_carrot,"naranja",#ffa343,255,163,67
neon_fuchsia,"rosa",#fe4164,254,65,100
neon_green,"verde",#39ff14,57,255,20
non_photo_blue,"azul claro",#a4dded,164,221,237
north_texas_green,"verde",#059033,5,144,51
ocean_boat_blue,"azul",#0077be,0,119,190
ochre,"naranja",#c72,204,119,34
old_gold,"amarillo",#cfb53b,207,181,59
old_lace,"blanco",#fdf5e6,253,245,230
old_lavender,"lila",#796878,121,104,120
old_mauve,"granate",#673147,103,49,71
old_rose,"rosa",#c08081,192,128,129
olive,"caqui",#808000,128,128,0
olive_drab_web_olive_drab_3,"verde",#6b8e23,107,142,35
olivine,"verde claro",#9ab973,154,185,115
onyx,"gris",#353839,53,56,57
opera_mauve,"rosa",#b784a7,183,132,167
orange_color_wheel,"naranja",#ff7f00,255,127,0
orange_peel,"naranja",#ff9f00,255,159,0
orange_red,"naranja",#ff4500,255,69,0
orange_ryb,"naranja",#fb9902,251,153,2
orange_web_color,"naranja",#ffa500,255,165,0
orchid,"rosa",#da70d6,218,112,214
otter_brown,"marron",#654321,101,67,33
ou_crimson_red,"rojo",#900,153,0,0
outer_space,"gris",#414a4c,65,74,76
outrageous_orange,"naranja",#ff6e4a,255,110,74
oxford_blue,"azul marino",#002147,0,33,71
pakistan_green,"verde",#060,0,102,0
palatinate_blue,"azul",#273be2,39,59,226
palatinate_purple,"lila",#682860,104,40,96
pale_aqua,"azul claro",#bcd4e6,188,212,230
pale_blue,"azul",#afeeee,175,238,238
pale_brown,"marron",#987654,152,118,84
pale_cerulean,"azul claro",#9bc4e2,155,196,226
pale_chestnut,"rosa",#ddadaf,221,173,175
pale_copper,"naranja",#da8a67,218,138,103
pale_cornflower_blue,"azul",#abcdef,171,205,239
pale_gold,"beige",#e6be8a,230,190,138
pale_green,"verde claro",#98fb98,152,251,152
pale_lavender,"lila",#dcd0ff,220,208,255
pale_magenta,"rosa",#f984e5,249,132,229
pale_pink,"rosa",#fadadd,250,218,221
pale_plum,"rosa",#dda0dd,221,160,221
pale_red_violet,"rosa",#db7093,219,112,147
pale_robin_egg_blue,"verde claro",#96ded1,150,222,209
pale_silver,"gris",#c9c0bb,201,192,187
pale_spring_bud,"amarillo",#ecebbd,236,235,189
pale_taupe,"marron",#bc987e,188,152,126
pansy_purple,"granate",#78184a,120,24,74
papaya_whip,"beige",#ffefd5,255,239,213
paris_green,"verde",#50c878,80,200,120
pastel_blue,"azul claro",#aec6cf,174,198,207
pastel_brown,"marron",#836953,131,105,83
pastel_gray,"gris",#cfcfc4,207,207,196
pastel_green,"verde",#7d7,119,221,119
pastel_magenta,"rosa",#f49ac2,244,154,194
pastel_orange,"naranja",#ffb347,255,179,71
pastel_pink,"rosa",#dea5a4,222,165,164
pastel_purple,"lila",#b39eb5,179,158,181
pastel_red,"rojo",#ff6961,255,105,97
pastel_violet,"lila",#cb99c9,203,153,201
pastel_yellow,"amarillo",#fdfd96,253,253,150
patriarch,"lila",#800080,128,0,128
payne_s_grey,"gris",#536878,83,104,120
peach,"amarillo",#ffe5b4,255,229,180
peach_crayola,"naranja",#ffcba4,255,203,164
peach_orange,"naranja",#fc9,255,204,153
peach_puff,"beige",#ffdab9,255,218,185
peach_yellow,"amarillo",#fadfad,250,223,173
pear,"verde",#d1e231,209,226,49
pearl_aqua,"verde claro",#88d8c0,136,216,192
pearly_purple,"lila",#b768a2,183,104,162
peridot,"amarillo",#e6e200,230,226,0
periwinkle,"lila",#ccf,204,204,255
persian_blue,"azul marino",#1c39bb,28,57,187
persian_green,"verde",#00a693,0,166,147
persian_indigo,"lila",#32127a,50,18,122
persian_orange,"naranja",#d99058,217,144,88
persian_pink,"rosa",#f77fbe,247,127,190
persian_plum,"granate",#701c1c,112,28,28
persian_red,"rojo",#c33,204,51,51
persian_rose,"rosa",#fe28a2,254,40,162
persimmon,"naranja",#ec5800,236,88,0
